Names;Mesure0;Mesure1;Mesure2;Mesure3;Mesure4;Mesure5;Mesure6;Mesure7;Mesure8;Mesure9
LYCEE JEAN-BAPTISTE LE TAILLANDIER;2013;23;44;83;34;266;96;93;95;267
LYCEE JEAN MACE;2013;44;68;88;59;259;91;85;89;271
LYCEE JOSEPH LOTH;2013;28;44;95;73;240;93;98;98;287
LYCEE MARCELIN BERTHELOT (GENERAL ET TECHNO.);2013;27;34;56;34;163;100;100;95;168
LYCEE STE ANNE-ST LOUIS (GENERAL ET TECHNO.);2013;30;60;80;25;195;93;97;100;234
LYCEE MARC BLOCH;2013;29;64;66;64;223;97;89;97;213
LYCEE GEORGES DUMEZIL;2013;69;126;170;69;450;93;91;94;453
LYCEE THOMAS CORNEILLE;2013;62;84;86;66;298;90;98;94;327
LYCEE VALLEE DU CAILLY;2013;41;72;63;87;263;83;82;86;271
LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.);2013;22;38;67;52;179;73;100;94;168
LYCEE GUSTAVE FLAUBERT;2013;34;103;168;101;406;97;97;95;420
LYCEE SACRE-COEUR;2013;10;20;27;23;80;100;95;100;90
LYCEE MARGUERITE YOURCENAR (GENERAL ET TECHNO.);2013;17;62;116;42;237;100;100;98;270
LYCEE ROBERT SCHUMAN;2013;53;109;158;87;469;92;93;94;458
LYCEE DOCTEUR KOEBERLE;2013;24;85;123;74;306;96;93;90;338
LYCEE BARTHOLDI;2013;31;69;127;45;272;100;99;98;267
LYCEE CAMILLE SEE;2013;59;88;103;82;332;98;94;99;284
LYCEE SAINT ANDRE;2013;10;50;92;23;222;100;98;100;265
LYCEE MICHEL DE MONTAIGNE;2013;36;78;112;65;386;100;90;96;367
LYCEE RIBEAUPIERRE;2013;21;46;65;31;163;100;98;97;179
LYCEE SCHEURER KESTNER;2013;30;86;123;60;299;100;95;96;305
LYCEE JEANNE D'ARC;2013;5;13;24;17;59;100;100;96;54
LYCEE GEOFFROY-SAINT-HILAIRE (GENERAL ET TECHNO.);2013;62;100;128;105;522;95;89;89;568
LYCEE MARGUERITE YOURCENAR (GENERAL ET TECHNO.);2013;21;64;70;48;203;81;84;84;157
LYCEE SAINT- LOUIS SAINT-CLEMENT;2013;16;36;73;24;149;100;100;97;188
LYCEE SAINT-EXUPERY;2013;58;62;60;64;244;97;94;88;225
LYCEE EMILE COMBES (GENERAL ET TECHNO.);2013;17;21;39;22;147;71;90;95;123
LYCEE SAINT LOUIS;2013;13;20;39;16;88;100;100;100;124
LYCEE CORDOUAN;2013;45;79;161;103;388;84;91;91;375
LYCEE BERNARD PALISSY;2013;23;34;65;48;218;87;91;88;251
LYCEE LOUIS AUDOUIN DUBREUIL (GENERAL ET TECHNO.);2013;19;55;75;56;205;95;87;97;186
LYCEE MAURICE GENEVOIX;2013;40;102;67;40;249;98;94;100;334
LYCEE JEAN MACE;2013;66;100;138;40;344;94;86;96;261
CITE SCOLAIRE JEAN MOULIN;2013;18;28;53;29;154;89;89;100;139
LYCEE ANDRE THEURIET;2013;15;37;54;23;129;80;97;98;147
LYCEE JEAN MOULIN;2013;22;17;36;24;99;95;88;89;121
LYCEE MONGE;2013;20;44;58;73;195;75;93;93;186
LYCEE SEVIGNE;2013;20;45;105;62;330;80;91;99;272
LYCEE EDME BOUCHARDON;2013;31;38;57;42;214;100;89;88;220
LYCEE DIDEROT (GENERAL ET TECHNO.);2013;18;50;69;32;201;100;88;96;214
LYCEE EUROPEEN STEPHANE HESSEL (GENERAL ET TECHNO.);2013;40;79;148;72;356;93;90;87;385
LYCEE AUGUSTE PAVIE;2013;29;68;73;44;214;90;94;88;228
LYCEE NOTRE DAME;2013;23;42;42;47;212;100;98;98;231
LYCEE AMIRAL RONARC'H;2013;42;77;109;62;290;93;100;99;311
LYCEE CAMILLE DESMOULINS (GENERAL ET TECHNO.);2013;21;20;25;22;88;81;100;72;78
LYCEE BEAUPRE (GENERAL ET TECHNO.);2013;33;43;103;51;230;97;91;87;227
LYCEE DU NOORDOVER;2013;65;74;122;69;330;91;89;95;271
LYCEE JEAN PERRIN;2013;22;84;109;47;262;77;92;91;284
LYCEE FENELON;2013;46;62;122;34;264;85;87;84;241
LYCEE ILES DU NORD (GENERAL ET TECHNO.);2013;26;48;44;56;174;100;71;77;207
LYCEE FAUSTIN FLERET;2013;43;42;68;132;285;91;86;94;322
LYCEE BAIMBRIDGE;2013;47;55;147;131;380;98;95;96;388
LYCEE MAHATMA GANDHI;2013;48;29;32;78;187;81;97;84;236
LYCEE SARDA GARRIGA;2013;20;51;143;115;329;95;94;97;354
LYCEE STE ANNE;2013;69;84;126;57;336;93;67;96;332
LYCEE PAUL HEROULT;2013;20;40;67;34;179;100;90;99;210
LYCEE GERVILLE REACHE;2013;62;76;126;79;374;92;84;94;388
LYCEE DU GRANIER;2013;46;102;145;110;468;96;100;99;434
LYCEE SAINTE MARIE LYON;2013;53;103;185;55;396;100;98;100;442
LYCEE SAINT JUST;2013;90;134;197;66;487;93;93;92;439
LYCEE JEAN-PAUL SARTRE;2013;35;61;156;68;385;91;92;94;435
LYCEE AIGUERANDE (GENERAL ET TECHNO.);2013;50;50;134;78;346;92;94;93;368
LYCEE CLAUDE LEBOIS;2013;16;42;84;50;204;81;98;89;215
LYCEE SIMONE WEIL;2013;27;44;95;62;228;89;98;91;233
LYCEE AMPERE;2013;78;111;128;64;381;97;94;89;407
LYCEE AUGUSTE RENOIR;2013;68;105;129;67;369;94;82;82;332
LYCEE EMMANUEL MOUNIER;2013;19;48;51;52;170;68;90;88;218
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.);2013;33;92;124;105;407;91;98;94;408
LYCEE MAURICE GENEVOIX;2013;35;70;50;66;221;83;89;78;243
LYCEE JULIE-VICTOIRE DAUBIE;2013;50;66;97;60;273;88;92;84;265
LYCEE VAN GOGH;2013;46;106;145;138;435;93;92;92;424
LYCEE LA SALLE - SAINT ROSAIRE;2013;11;26;69;29;157;100;100;90;171
LYCEE CAMILLE CLAUDEL (GENERAL ET TECHNO.);2013;76;87;110;79;381;87;90;92;354
LYCEE LOUISE WEISS (GENERAL ET TECHNO.);2013;31;35;53;52;240;90;91;94;201
LYCEE ALAIN;2013;42;100;161;19;322;98;87;94;369
LYCEE LES SEPT MARES;2013;29;41;52;29;179;86;88;94;183
LYCEE JEAN VILAR;2013;23;55;84;63;225;91;91;90;211
LYCEE EVARISTE GALOIS;2013;63;97;151;151;462;86;93;90;512
LYCEE ST LOUIS;2013;5;19;33;17;74;100;100;97;95
LYCEE JEAN-MARIE LE BRIS;2013;10;15;47;26;98;100;93;94;117
LYCEE NOTRE DAME DE KERBERTRAND;2013;5;10;22;14;51;100;100;100;49
LYCEE BEAUMONT;2013;27;68;69;41;225;93;88;99;230
LYCEE ST SAUVEUR;2013;16;65;63;36;225;100;100;100;278
LYCEE BREQUIGNY;2013;82;87;125;72;588;93;95;88;628
INSTITUTION ST MALO-PROVIDENCE;2013;37;96;91;30;254;100;97;99;290
LYCEE AUGUSTIN FRESNEL;2013;30;75;91;49;261;100;92;88;282
LYCEE ARISTIDE BRIAND;2013;82;121;148;100;451;87;91;95;458
LYCEE SAINT-FRANCOIS DE SALES;2013;12;31;28;27;98;100;87;79;73
LYCEE SAINT-OUEN;2013;9;15;29;12;65;78;93;83;63
LYCEE PORTE DE NORMANDIE;2013;26;41;69;33;183;81;78;97;162
LYCEE GUY DE MAUPASSANT;2013;40;84;106;89;380;88;87;94;347
LYCEE E. DELAMARE DEBOUTTEVILLE (GENERAL ET TECHNO.);2013;19;35;80;44;205;89;91;95;225
LYCEE VAL DE SEINE;2013;30;68;82;53;354;77;84;82;394
LYCEE JEAN-PAUL II;2013;13;44;58;30;145;100;91;90;118
LYCEE SCHURE;2013;20;28;66;35;149;100;100;100;150
LYCEE ANDRE MAUROIS;2013;22;50;75;53;200;91;96;81;173
LYCEE GENERAL LECLERC;2013;35;58;114;52;293;94;93;94;244
LYCEE JEAN VIGO;2013;13;36;39;30;118;92;94;97;136
LYCEE RAYMOND NAVES (GENERAL ET TECHNO.);2013;67;104;207;126;504;91;94;85;540
LYCEE SAINTE-MARIE DE NEVERS;2013;14;38;29;79;310;100;97;97;255
LYCEE JEAN JAURES;2013;18;22;37;6;131;100;95;100;132
LYCEE VICTOR HUGO;2013;31;70;69;59;229;90;94;96;282
LYCEE MARECHAL SOULT;2013;26;26;46;26;162;81;88;96;162
LYCEE FRANCOIS-JOSEPH TALMA;2013;33;70;136;44;331;88;87;92;383
LYCEE PARC DES LOGES;2013;24;101;126;96;423;96;87;93;427
LYCEE PARC DE VILGENIS (GENERAL ET TECHNO.);2013;12;33;90;60;270;100;91;94;324
LYCEE ROSA PARKS;2013;83;124;278;134;722;87;90;90;722
LYCEE JEAN BAPTISTE COROT;2013;123;156;210;163;652;92;87;90;626
LYCEE JACQUES PREVERT;2013;35;95;68;62;260;80;88;91;275
LYCEE SIMONE WEIL;2012;22;79;41;55;259;95;94;95;274
LYCEE SAINT EUGENE - SAINT JOSEPH (GENERAL ET TECHNO.);2012;8;15;15;12;97;88;73;67;75
LYCEE SAINT ALYRE;2012;13;52;65;54;184;100;100;98;164
LYCEE GIOCANTE DE CASABIANCA;2012;74;98;117;56;345;91;92;93;328
LYCEE PASCAL PAOLI;2012;15;21;25;12;73;100;86;100;103
LYCEE JEHAN DE CHELLES;2012;23;27;43;35;189;87;74;86;206
LYCEE LEONARD DE VINCI;2012;16;16;20;41;142;56;69;65;116
LYCEE BLAISE PASCAL (GENERAL ET TECHNO.);2012;23;80;111;58;272;83;86;87;271
LYCEE HONORE DE BALZAC (GENERAL ET TECHNO.);2012;31;84;113;87;315;77;81;88;319
LYCEE FRANCOIS COUPERIN;2012;55;94;135;32;316;91;84;86;345
LYCEE SAMUEL BECKETT;2012;16;41;49;41;147;69;76;90;157
LYCEE GEORGE SAND;2012;22;25;43;38;128;82;64;65;127
LYCEE VOILLAUME;2012;17;53;92;68;353;82;75;87;358
LYCEE JACQUES BREL;2012;30;58;89;59;269;57;67;62;240
LYCEE ALFRED NOBEL (GENERAL ET TECHNO.);2012;14;29;48;80;171;64;66;79;160
LYCEE WOLFGANG AMADEUS MOZART;2012;24;59;88;69;240;58;85;78;220
LYCEE JEAN MOULIN;2012;49;76;121;93;519;84;84;83;537
LYCEE GENEVIEVE DE GAULLE-ANTHONIOZ (GENERAL ET TECHNO.);2012;48;67;99;73;401;85;87;87;351
LYCEE JEAN-FRANCOIS CHAMPOLLION (GENERAL ET TECHNO.);2012;31;97;140;35;330;77;91;91;364
LYCEE JACQUES PREVERT (GENERAL ET TECHNO.);2012;26;42;70;91;229;77;76;87;208
LYCEE ANDRE CHAMSON (GENERAL ET TECHNO.);2012;17;23;47;29;116;94;100;89;103
LYCEE JEAN VILAR;2012;36;101;135;54;326;81;91;93;376
LYCEE PHILIPPE LAMOUR;2012;81;85;126;93;385;85;85;93;351
LYCEE MANGIN (GENERAL ET TECHNO.);2012;22;70;115;46;283;91;96;93;275
LYCEE ALFRED KASTLER (GENERAL ET TECHNO.);2012;6;19;28;22;75;83;100;86;74
LYCEE ANTOINE DE SAINT-EXUPERY;2012;39;77;93;68;277;97;84;88;291
LYCEE JEAN JAURES (GENERAL ET TECHNO.);2012;26;69;143;43;374;88;90;94;381
LYCEE ALFRED MEZIERES;2012;32;73;141;66;340;78;85;84;287
LYCEE SAINT-JOSEPH;2012;4;12;20;11;76;100;100;95;62
LYCEE CHARLES DE FOUCAULD;2012;6;35;16;54;228;33;80;69;207
LYCEE NEVERS (GENERAL ET TECHNO.);2012;20;53;104;70;247;100;98;99;288
LYCEE RABELAIS;2012;16;18;17;20;71;75;61;65;56
LYCEE ALBERT CAMUS;2012;17;53;78;53;298;76;75;86;277
LYCEE RENE DESCARTES;2012;33;105;129;64;394;91;98;98;408
LYCEE SIMONE WEIL;2012;26;58;91;54;229;92;90;85;211
LYCEE SAINT LOUIS-SAINT BRUNO;2012;16;33;51;33;133;88;91;88;159
LYCEE JACQUES RUFFIE (GENERAL ET TECHNO.);2012;13;44;74;34;197;92;93;92;167
LYCEE FREDERIC FAYS;2012;19;35;64;77;207;100;86;81;220
LYCEE MONTGERALD;2012;26;30;61;66;215;96;87;85;207
LYCEE CLAUDE BERNARD;2012;61;69;75;110;315;87;88;91;329
LYCEE PAUL SABATIER;2012;55;108;123;73;359;93;91;98;381
LYCEE DU NORD (GENERAL ET TECHNO.);2012;35;90;65;145;335;54;36;42;305
LYCEE EDGAR QUINET;2012;59;76;96;54;351;95;93;93;400
LYCEE BEAUREGARD;2012;36;78;122;57;336;94;94;95;359
LYCEE SAINT PAUL FOREZ;2012;4;18;19;30;71;75;83;84;60
LYCEE DE LA COTIERE;2012;26;95;180;69;370;85;97;85;327
LYCEE FILIERE BOIS ANDRE MALRAUX;2012;29;79;132;76;356;83;96;88;339
LYCEE NOTRE DAME - SAINT JOSEPH;2012;13;27;37;18;95;92;100;92;100
LYCEE JEAN LURCAT;2012;19;44;48;35;146;84;91;79;180
LYCEE ST JOSEPH;2012;18;43;59;20;164;94;95;97;176
LYCEE GUY MOQUET - ETIENNE LENOIR (GENERAL ET TECHNO.);2012;19;48;46;23;136;100;92;87;138
LYCEE GRAND AIR;2012;19;44;71;24;158;95;98;100;187
LYCEE ALCIDE D'ORBIGNY;2012;18;66;70;38;192;100;94;96;257
LYCEE BEAU JARDIN;2012;8;31;35;22;96;75;94;86;107
LYCEE EDMOND PERRIER;2013;46;81;129;65;321;91;90;90;310
LYCEE EUGENE JAMOT;2013;17;27;38;12;94;88;81;95;97
LYCEE JEAN BAPTISTE DARNET;2013;24;32;65;27;148;92;100;94;127
LYCEE SAINT PIERRE;2013;22;47;56;29;154;95;96;96;172
LYCEE DE LA COTIERE;2013;29;53;168;80;330;90;91;93;379
LYCEE DU FOREZ;2013;24;47;86;39;230;92;94;97;236
LYCEE ALBERT CAMUS;2013;28;34;53;36;236;96;94;85;167
LYCEE SAINT PAUL FOREZ;2013;9;24;14;15;62;89;79;100;62
LYCEE GEORGES BRASSENS (GENERAL ET TECHNO.);2013;23;26;82;49;222;83;100;96;242
LYCEE CHARLES DE FOUCAULD;2013;15;46;94;27;182;93;100;100;202
LYCEE LA FAVORITE SAINTE THERESE;2013;14;31;59;42;146;100;100;98;186
LYCEE VICTOR SCHOELCHER;2013;53;61;81;72;267;98;93;96;278
LYCEE DU NORD (GENERAL ET TECHNO.);2013;61;93;79;177;410;48;54;67;307
LYCEE DE PETITE-TERRE (GENERAL ET TECHNO.);2013;47;44;68;177;336;70;75;79;288
LYCEE ERNEST HEMINGWAY (GENERAL ET TECHNO.);2013;31;53;55;53;250;87;83;96;228
LYCEE JEAN-FRANCOIS CHAMPOLLION (GENERAL ET TECHNO.);2013;35;86;159;35;345;77;92;91;383
LYCEE SANTE SANIT SOC JEAN JAURES (GENERAL ET TECHNO.);2013;27;67;150;42;372;93;96;93;388
LYCEE SAINT-JOSEPH;2013;8;13;18;5;64;100;100;100;62
LYCEE ROSA LUXEMBURG (GENERAL ET TECHNO.);2013;22;47;84;58;224;91;83;85;268
LYCEE DEODAT DE SEVERAC (GENERAL ET TECHNO.);2013;38;75;94;52;259;95;96;90;221
LYCEE CHARLES RENOUVIER (GENERAL ET TECHNO.);2013;16;27;46;22;182;100;74;93;162
LYCEE DES RECOLLETS;2013;18;15;29;26;88;89;73;79;75
LYCEE CHARLES DE FOUCAULD;2013;6;27;19;58;204;67;81;84;150
LYCEE GEORGES DE LA TOUR;2013;14;24;32;40;110;100;88;88;102
LYCEE JACQUES MARQUETTE;2013;23;50;105;67;245;83;96;89;249
LYCEE MANGIN (GENERAL ET TECHNO.);2013;24;72;116;34;273;88;89;95;291
LYCEE NOTRE DAME DE LA PROVIDENCE;2013;19;46;86;61;212;100;100;97;209
LYCEE JOUBERT-EMILIEN MAILLARD (GENERAL ET TECHNO.);2013;37;58;80;48;223;89;100;94;228
LYCEE LA HERDRIE;2013;24;104;116;57;301;100;100;100;325
LYCEE LES BOURDONNIERES (GENERAL ET TECHNO.);2013;52;102;122;84;428;92;86;91;471
LYCEE ND D'ESPERANCE;2013;20;60;89;61;230;100;98;96;227
LYCEE JEAN BODIN;2013;39;85;92;35;251;90;91;95;257
LYCEE BLAISE PASCAL (GENERAL ET TECHNO.);2013;26;44;54;25;171;85;95;87;201
LYCEE SAINT AUBIN LA SALLE (GENERAL ET TECHNO.);2013;13;18;35;8;118;100;100;94;133
LYCEE DOUANIER ROUSSEAU;2013;53;65;79;50;247;91;98;99;256
LYCEE COLBERT DE TORCY - CH. CROS (GENERAL ET TECHNO.);2013;25;36;59;34;223;80;92;93;241
LYCEE JACQUES AUDIBERTI;2013;32;97;120;111;374;88;89;92;363
LYCEE STANISLAS;2013;20;58;85;22;185;100;100;99;189
LYCEE ALBERT CALMETTE;2013;44;91;171;82;388;100;93;95;387
LYCEE RAYNOUARD (GENERAL ET TECHNO.);2013;59;35;132;70;346;95;94;89;377
LYCEE DU COUDON;2013;69;119;131;96;415;91;93;97;474
LYCEE BONAPARTE;2013;54;69;120;82;415;83;84;88;426
LYCEE SAINTE-MARIE DES CHAMPS;2012;45;42;42;58;258;96;100;98;273
LYCEE FRANCOIS TRUFFAUT (GENERAL ET TECHNO.);2012;22;69;103;88;282;86;86;75;263
LYCEE JEAN DE PRADES;2012;16;32;32;41;121;94;91;97;173
LYCEE SAINT-ETIENNE;2012;4;11;19;18;52;100;82;100;63
LYCEE AMELIE ZURCHER (GENERAL ET TECHNO.);2012;7;37;23;33;100;71;89;57;90
LYCEE RAYMOND SAVIGNAC;2012;15;27;45;21;108;100;100;98;108
LYCEE JEANNE D'ARC;2012;12;22;21;15;70;100;95;86;80
LYCEE GEOFFROY-SAINT-HILAIRE (GENERAL ET TECHNO.);2012;41;96;155;100;516;95;83;92;533
LYCEE JEAN PIERRE TIMBAUD (GENERAL ET TECHNO.);2012;25;59;47;93;285;88;83;87;206
LYCEE MAURICE ELIOT;2012;16;27;52;29;124;88;52;92;105
LYCEE FUSTEL DE COULANGES;2012;28;67;136;67;298;93;97;94;260
LYCEE JULES VERNE;2012;17;62;87;46;212;94;95;93;225
LYCEE FRANCISQUE SARCEY (GENERAL ET TECHNO.);2012;40;83;123;112;358;93;96;97;294
LYCEE SOPHIE BARAT;2012;8;34;79;52;225;100;100;100;241
LYCEE MICHEL ANGE;2012;18;26;37;77;158;72;69;62;118
LYCEE MAURICE GENEVOIX;2012;34;70;67;64;235;68;79;81;232
LYCEE MARX DORMOY (GENERAL ET TECHNO.);2013;23;33;42;26;124;91;79;76;124
LYCEE ANTOINE DE SAINT EXUPERY (GENERAL ET TECHNO.);2013;34;55;70;93;252;85;82;87;195
LYCEE EUGENE DELACROIX;2013;47;103;133;97;380;94;97;94;343
LYCEE SIMONE WEIL;2013;30;69;67;51;274;93;94;97;295
LYCEE DE HAUTE AUVERGNE (GENERAL ET TECHNO.);2013;24;33;46;21;124;100;94;91;127
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2013;27;26;56;33;142;89;92;93;139
LYCEE VOILLAUME;2013;20;55;86;69;345;100;93;83;373
LYCEE GODEFROY DE BOUILLON;2013;30;58;38;38;206;97;91;89;190
LYCEE BLAISE PASCAL (GENERAL ET TECHNO.);2013;24;69;100;59;252;88;94;89;252
LYCEE SAMUEL BECKETT;2013;31;30;39;37;137;81;93;90;151
LYCEE JEAN ZAY;2013;32;83;126;89;330;94;89;87;313
LYCEE GEORGE SAND;2013;22;30;46;34;132;73;77;72;121
LYCEE JACQUES AMYOT;2013;28;43;85;33;189;79;81;81;182
LYCEE MAX LINDER;2013;104;99;170;104;528;88;86;94;556
LYCEE PAPE CLEMENT;2013;33;104;141;48;357;94;99;94;408
LYCEE LOUIS BARTHOU;2013;63;94;172;64;393;92;94;97;410
LYCEE SAINT-EXUPERY;2013;34;46;64;41;185;97;96;89;230
LYCEE ALBERT SOREL (GENERAL ET TECHNO.);2013;19;21;24;25;89;84;100;92;88
LYCEE LOUIS LIARD (GENERAL ET TECHNO.);2013;26;57;45;28;156;92;96;100;185
LYCEE NOTRE DAME DE LA PROVIDENCE;2013;9;23;33;18;83;100;91;100;96
LYCEE JEAN PAUL II;2013;10;20;29;15;74;100;100;100;101
LYCEE JACQUES BREL;2013;32;55;80;55;257;81;84;89;263
LYCEE LUMIERE (GENERAL ET TECHNO.);2013;24;51;84;20;209;83;100;90;202
LYCEE AUGUSTIN COURNOT (GENERAL ET TECHNO.);2013;32;33;74;48;210;94;85;95;189
LYCEE PRE SAINT SAUVEUR (GENERAL ET TECHNO.);2013;13;47;64;33;176;85;94;86;144
LYCEE ARMAND PEUGEOT;2013;17;51;68;30;166;100;98;94;175
LYCEE LAURE GATET;2013;77;47;79;67;270;92;91;84;268
LYCEE STE MARIE ST DOMINIQUE;2013;20;46;48;26;140;95;96;92;145
LYCEE SAINTE SOLANGE (GENERAL ET TECHNO.);2013;12;19;26;23;80;75;89;96;56
LYCEE HONORE DE BALZAC;2013;15;22;36;30;103;80;91;67;98
LYCEE ALFRED DE VIGNY;2013;32;63;89;50;234;84;95;96;217
LYCEE MAURICE GENEVOIX (GENERAL ET TECHNO.);2013;16;66;132;52;306;100;97;89;326
LYCEE DUHAMEL DU MONCEAU;2013;35;75;75;65;250;100;97;87;298
LYCEE RACINE;2013;91;88;151;34;364;99;99;95;385
INSTITUT SAINT VINCENT DE PAUL;2013;11;15;31;30;198;91;100;74;201
LYCEE MARIETTE;2013;69;58;152;108;483;93;91;89;382
LYCEE ROBESPIERRE;2013;27;55;165;32;279;100;95;94;312
LYCEE NOTRE DAME DES VICTOIRES;2013;7;30;48;24;160;100;100;100;155
LYCEE ITEC BOISFLEURY EUROPE;2013;11;41;74;42;223;100;100;100;254
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.);2013;30;53;86;33;202;93;96;93;229
LYCEE JEAN MOULIN;2013;46;93;94;64;297;93;99;96;277
LYCEE MELKIOR GARRE (GENERAL ET TECHNO.);2013;28;54;40;57;240;86;69;83;241
LYCEE ILES DU NORD (GENERAL ET TECHNO.);2013;26;48;44;56;174;100;71;77;207
LYCEE BOISJOLY POTIER (GENERAL ET TECHNO.);2013;34;15;31;68;148;91;87;100;167
LYCEE LUMINA SOPHIE (GENERAL ET TECHNO.);2013;17;16;14;55;102;88;88;71;120
LYCEE MARGUERITE DE FLANDRE;2013;28;122;185;78;413;89;89;90;419
LYCEE INTERNATIONAL MONTEBELLO;2013;84;100;119;67;370;92;88;90;383
LYCEE DES FLANDRES;2013;30;75;128;57;290;93;96;95;336
LYCEE JEAN BART;2013;45;81;118;76;320;100;91;93;383
LYCEE CARNOT (GENERAL ET TECHNO.);2013;25;44;92;63;336;96;95;95;386
LYCEE HENRI DARRAS;2013;39;59;130;68;352;82;81;92;309
LYCEE GEORGES DUBY;2012;42;166;220;61;489;90;92;91;504
LYCEE AUGUSTIN COURNOT (GENERAL ET TECHNO.);2012;14;39;82;37;188;79;85;91;204
LYCEE NOTRE DAME DES ANGES;2012;7;18;21;28;74;29;61;95;94
LYCEE ST JOSEPH;2012;13;32;31;19;95;62;100;97;102
LYCEE JEAN DE LA FONTAINE (GENERAL ET TECHNO.);2013;51;53;64;52;288;80;81;86;256
LYCEE FREDERIC ET IRENE JOLIOT CURIE;2013;17;32;62;34;154;82;94;97;187
LYCEE LA PROVIDENCE;2013;6;9;5;9;29;100;100;100;50
LYCEE GERARD DE NERVAL;2013;57;88;79;64;288;91;91;96;294
LYCEE FELIX FAURE;2013;58;100;154;96;408;95;83;89;368
LYCEE ST JOSEPH DE TIVOLI;2013;23;61;90;23;197;100;97;98;202
LYCEE LA SAUQUE;2013;25;35;67;39;166;100;100;97;184
LYCEE JEAN JAURES;2013;57;70;112;82;373;81;90;75;349
LYCEE MARCELIN BERTHELOT;2013;22;47;57;58;184;73;74;70;148
LYCEE CAMILLE CLAUDEL;2013;18;49;50;32;171;89;94;94;145
LYCEE MAURICE GENEVOIX (GENERAL ET TECHNO.);2013;23;30;45;33;131;100;80;91;126
LYCEE MONTCHAPET;2013;50;76;95;77;298;92;96;86;346
LYCEE CATHERINE ET RAYMOND JANOT;2013;84;67;173;90;522;74;93;90;593
LYCEE SAINT DENIS;2013;28;61;99;44;310;100;100;98;329
LYCEE JULES FROMENT;2013;9;54;50;43;219;78;94;100;192
LYCEE VINCENT D 'INDY (GENERAL ET TECHNO.);2013;37;37;82;32;188;92;97;95;199
LYCEE XAVIER MALLET (GENERAL ET TECHNO.);2013;22;24;35;22;103;91;100;97;112
LYCEE PHILIBERT DELORME (GENERAL ET TECHNO.);2013;22;42;59;57;253;95;86;92;263
LYCEE DES GLIERES (GENERAL ET TECHNO.);2013;38;70;49;91;248;92;96;96;249
LYCEE PIERRE DU TERRAIL;2013;41;89;125;39;294;98;96;96;383
LYCEE LES EAUX CLAIRES;2013;17;50;96;42;205;76;96;94;279
LYCEE SAINT EXUPERY;2012;55;81;89;87;385;75;74;70;389
LYCEE JEAN DE LA FONTAINE;2012;42;66;47;58;278;81;85;85;274
LYCEE FRANCOIS TRUFFAUT;2012;51;23;67;67;254;75;91;75;237
LYCEE ARISTIDE BRIAND;2012;31;69;135;140;375;81;94;93;331
LYCEE FELIX FAURE;2012;59;97;126;91;373;86;82;87;372
LYCEE BOUCHER DE PERTHES;2012;39;63;100;58;375;90;81;85;364
LYCEE SAINT JEAN;2012;20;23;34;35;166;95;96;94;187
LYCEE SAINT ESPRIT;2012;20;62;100;18;227;100;100;99;241
LYCEE SAINT VINCENT;2012;19;70;85;28;223;100;97;98;220
LYCEE LA HOTOIE (GENERAL ET TECHNO.);2012;49;52;56;61;218;78;77;71;184
LYCEE ROBERT DE LUZARCHES;2012;69;55;115;65;304;87;75;89;293
LYCEE HUGUES CAPET;2012;30;99;92;46;267;77;86;93;279
LYCEE JAUFRE RUDEL;2012;24;72;72;67;265;100;96;94;293
LYCEE LA SAUQUE;2012;21;36;53;26;136;100;100;100;172
LYCEE ARNAUD DANIEL;2012;21;25;45;51;142;100;96;80;146
LYCEE CHARLES DESPIAU;2012;23;89;113;85;367;96;93;97;371
LYCEE ST JACQUES DE COMPOSTELLE;2012;7;18;25;22;116;100;89;100;128
LYCEE MAX LINDER;2012;91;103;179;107;514;88;72;92;570
LYCEE PAPE CLEMENT;2012;35;117;185;56;415;97;92;96;413
LYCEE MARTIN LUTHER KING;2012;24;92;125;58;355;92;95;93;395
LYCEE GEORGES CLEMENCEAU (GENERAL ET TECHNO.);2012;23;19;14;22;78;87;84;79;53
LYCEE MURAT;2012;16;70;77;64;227;81;96;91;272
LYCEE JEAN ROSTAND;2012;32;57;89;101;409;75;88;92;415
LYCEE PAUL REY;2012;18;41;56;24;139;94;93;95;155
LYCEE SIMONE SIGNORET (GENERAL ET TECHNO.);2012;29;70;69;29;265;76;81;97;268
LYCEE PIERRE MENDES-FRANCE;2012;35;49;57;47;258;69;65;75;252
LYCEE CHARLES LE CHAUVE;2012;51;136;139;92;454;90;82;88;462
LYCEE HENRI WALLON;2012;47;37;44;57;191;64;62;68;206
LYCEE JEAN VILAR;2012;51;48;60;51;257;69;83;77;282
LYCEE JEAN MOULIN;2012;17;28;53;37;136;82;82;83;121
LYCEE GERARD DE NERVAL (GENERAL ET TECHNO.);2012;35;43;52;43;173;94;84;90;136
LYCEE EVARISTE GALOIS (GENERAL ET TECHNO.);2012;35;68;91;54;280;91;88;92;287
LYCEE LOUISE MICHEL;2012;30;56;67;116;303;73;79;85;271
LYCEE ALBERT SCHWEITZER;2012;47;92;119;93;351;91;90;93;380
LYCEE JEAN ZAY;2012;34;81;135;81;331;74;83;86;323
LYCEE ANDRE BOULLOCHE;2012;34;79;137;70;320;85;94;93;338
